row_id,order_id,order_date,ship_date,ship_mode,customer_id,city,state,product_id,category,sub_category,product_name,sales,quantity,discount,profit
1732,CA-2014-125136,09/28/2014,10-03-2014,Standard Class,KD-16495,Fayetteville,North Carolina,OFF-PA-10001804,OfficeSupply,Paper,Xerox 195,10.688,2,0.2,3.7408
1733,US-2016-131149,07-10-2016,07/14/2016,Standard Class,LH-17155,Dallas,Texas,OFF-ST-10000689,OfficeSupply,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",338.04,3,0.2,-33.804
1734,US-2016-131149,07-10-2016,07/14/2016,Standard Class,LH-17155,Dallas,Texas,OFF-AR-10002135,OfficeSupply,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,154.24,4,0.2,17.352
1735,CA-2017-101483,07/29/2017,08-01-2017,Second Class,AG-10675,Jacksonville,North Carolina,OFF-AP-10002082,OfficeSupply,Appliances,Holmes HEPA Air Purifier,34.848,2,,6.534
1736,CA-2017-101483,07/29/2017,08-01-2017,Second Class,AG-10675,Jacksonville,North Carolina,TEC-PH-10003442,technologies,Phones,Samsung Replacement EH64AVFWE Premium Headset,22,5,0.2,1.375
1737,CA-2017-101483,07/29/2017,08-01-2017,Second Class,AG-10675,Jacksonville,North Carolina,OFF-AR-10002833,OfficeSupply,Art,Newell 322,4.368,3,0.2,
1738,CA-2015-130204,09-03-2015,09-09-2015,Standard Class,DB-13120,San Francisco,California,OFF-ST-10001325,OfficeSupply,Storage,Sterilite Officeware Hinged File Box,31.44,3,0,8.4888
1739,CA-2015-130204,09-03-2015,09-09-2015,Standard Class,DB-13120,San Francisco,California,TEC-AC-10003038,technologies,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,17.9,2,0,3.401
1740,CA-2015-130204,09-03-2015,09-09-2015,Standard Class,DB-13120,San Francisco,California,TEC-AC-10003590,Tech,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",129.45,5,0,46.602
1741,CA-2014-110527,08-09-2014,08/16/2014,Standard Class,ED-13885,San Diego,California,OFF-LA-10000262,OfficeSupply,Labels,Avery 494,20.88,8,0,
1742,CA-2017-152807,10/30/2017,11-03-2017,Standard Class,MC-18100,Philadelphia,Pennsylvania,OFF-PA-10004355,OfficeSupply,Paper,Xerox 231,20.736,4,0.2,7.2576
1743,CA-2017-152807,10/30/2017,11-03-2017,Standard Class,MC-18100,Philadelphia,Pennsylvania,FUR-FU-10004415,Furni,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",7.168,2,0.2,0.9856
1744,CA-2017-152807,10/30/2017,11-03-2017,Standard Class,MC-18100,Philadelphia,Pennsylvania,OFF-ST-10002486,OfficeSupply,Storage,Eldon Shelf Savers Cubes and Bins,11.168,2,0.2,-2.5128
1745,CA-2017-152807,10/30/2017,11-03-2017,Standard Class,MC-18100,Philadelphia,Pennsylvania,TEC-AC-10001142,Tech,Accessories,First Data FD10 PIN Pad,442.4,7,0.2,-55.3
1746,CA-2014-133270,06-06-2014,06-09-2014,First Class,BM-11785,Rochester,New York,OFF-AR-10002656,OfficeSupply,Art,Sanford Liquid Accent Highlighters,13.36,2,0,4.9432
1747,CA-2016-155670,08/13/2016,08/17/2016,Second Class,EM-14065,Jacksonville,North Carolina,OFF-BI-10000138,OfficeSupply,Binders,Acco Translucent Poly Ring Binders,11.232,8,0.7,-8.2368
1748,CA-2016-155670,08/13/2016,08/17/2016,Second Class,EM-14065,Jacksonville,North Carolina,OFF-PA-10004947,OfficeSupply,Paper,Easy-staple paper,10.272,3,0.2,3.21
1749,US-2014-157406,04/25/2014,04/29/2014,Standard Class,DA-13450,Houston,Texas,OFF-PA-10003543,OfficeSupply,Paper,Xerox 1985,10.368,2,,3.6288
1750,US-2014-157406,04/25/2014,04/29/2014,Standard Class,DA-13450,Houston,Texas,OFF-AR-10002221,OfficeSupply,Art,12 Colored Short Pencils,6.24,3,0.2,0.546
1751,CA-2015-139094,11/22/2015,11/27/2015,Standard Class,MO-17800,San Antonio,Texas,FUR-TA-10004607,Furni,Tables,Hon 2111 Invitation Series Straight Table,206.962,2,0.3,-32.5226
1752,CA-2017-168837,10/14/2017,10/17/2017,First Class,JW-15955,Oakland,California,FUR-FU-10001918,Furni,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,9.46,2,0,3.6894
1753,CA-2017-116715,12-02-2017,12-05-2017,First Class,VW-21775,San Francisco,California,OFF-ST-10004340,OfficeSupply,Storage,"Fellowes Mobile File Cart, Black",559.62,9,0,
1754,CA-2017-116715,12-02-2017,12-05-2017,First Class,VW-21775,San Francisco,California,OFF-PA-10004475,OfficeSupply,Paper,Xerox 1940,109.92,2,0,
1755,CA-2017-116715,12-02-2017,12-05-2017,First Class,VW-21775,San Francisco,California,OFF-PA-10003893,OfficeSupply,Paper,Xerox 1962,8.56,2,,
1756,CA-2015-135622,12-08-2015,12-11-2015,Second Class,TT-21460,Fort Worth,Texas,OFF-PA-10000100,OfficeSupply,Paper,Xerox 1945,360.712,11,0.2,
1757,CA-2015-135622,12-08-2015,12-11-2015,Second Class,TT-21460,Fort Worth,Texas,TEC-PH-10001817,Tech,Phones,Wilson Electronics DB Pro Signal Booster,1718.4,6,0.2,150.36
1758,US-2015-107349,07/13/2015,07/15/2015,First Class,SL-20155,Houston,Texas,OFF-BI-10001765,OfficeSupply,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,41.568,6,,-66.5088
1759,CA-2014-139017,05-11-2014,05/17/2014,Standard Class,RM-19375,Houston,Texas,TEC-AC-10001013,technologies,Accessories,Logitech ClearChat Comfort/USB Headset H390,46.864,2,0.2,
1760,CA-2014-141817,01-05-2014,01-12-2014,Standard Class,MB-18085,Philadelphia,Pennsylvania,OFF-AR-10003478,OfficeSupply,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",19.536,3,0.2,4.88
1761,CA-2015-130785,09-05-2015,09-09-2015,Standard Class,AG-10900,San Diego,California,FUR-BO-10000330,Furni,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",411.332,4,0.15,-4.8392
1762,CA-2015-130785,09-05-2015,09-09-2015,Standard Class,AG-10900,San Diego,California,OFF-BI-10001900,OfficeSupply,Binders,"DXL Angle-View Binders with Locking Rings, Black",28.752,6,0.2,9.7038
1763,CA-2015-130785,09-05-2015,09-09-2015,Standard Class,AG-10900,San Diego,California,FUR-BO-10003159,Furni,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",293.199,3,0.15,-20.6964
1764,CA-2016-110254,08-04-2016,08-08-2016,Standard Class,ML-17755,Suffolk,Virginia,OFF-SU-10002573,OfficeSupply,Supplies,"Acme 10"" Easy Grip Assistive Scissors",35.06,2,0,10.518
1765,CA-2016-110254,08-04-2016,08-08-2016,Standard Class,ML-17755,Suffolk,Virginia,OFF-LA-10004484,OfficeSupply,Labels,Avery 476,4.13,1,0,1.8998
1766,CA-2016-110254,08-04-2016,08-08-2016,Standard Class,ML-17755,Suffolk,Virginia,FUR-FU-10001591,Furni,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,109.8,9,0,46.116
1767,CA-2016-110254,08-04-2016,08-08-2016,Standard Class,ML-17755,Suffolk,Virginia,OFF-LA-10002034,OfficeSupply,Labels,Avery 478,9.82,2,0,4.8118
1768,US-2014-158057,03/22/2014,03/26/2014,Standard Class,CC-12685,Greensboro,North Carolina,OFF-BI-10004410,OfficeSupply,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",7.644,4,0.7,-5.8604
1769,US-2014-158057,03/22/2014,03/26/2014,Standard Class,CC-12685,Greensboro,North Carolina,OFF-BI-10002735,OfficeSupply,Binders,GBC Prestige Therm-A-Bind Covers,51.465,5,0.7,-39.4565
1770,CA-2017-146024,03-02-2017,03-08-2017,Standard Class,SC-20770,Dallas,Texas,OFF-SU-10001935,OfficeSupply,Supplies,Staple remover,6.976,4,0.2,-1.3952
1771,CA-2017-146024,03-02-2017,03-08-2017,Standard Class,SC-20770,Dallas,Texas,OFF-BI-10003291,OfficeSupply,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,12.222,7,0.8,-20.1663
1772,CA-2016-129686,11/27/2016,11/29/2016,Second Class,GG-14650,Chicago,Illinois,OFF-ST-10004337,OfficeSupply,Storage,"SAFCO Commercial Wire Shelving, 72h",97.984,2,0.2,-24.496
1773,CA-2016-129686,11/27/2016,11/29/2016,Second Class,GG-14650,Chicago,Illinois,TEC-AC-10001266,technologies,Accessories,Memorex Micro Travel Drive 8 GB,62.4,6,0.2,19.5
1774,CA-2014-118976,04/28/2014,05-03-2014,Standard Class,MY-18295,Baltimore,Maryland,OFF-BI-10001628,OfficeSupply,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",20.86,2,0,9.387
1775,CA-2014-118976,04/28/2014,05-03-2014,Standard Class,MY-18295,Baltimore,Maryland,OFF-ST-10000877,OfficeSupply,Storage,Recycled Steel Personal File for Standard File Folders,497.61,9,0,129.3786
1776,CA-2014-118976,04/28/2014,05-03-2014,Standard Class,MY-18295,Baltimore,Maryland,OFF-AR-10004752,OfficeSupply,Art,Blackstonian Pencils,5.34,2,0,1.4952
1777,CA-2014-118976,04/28/2014,05-03-2014,Standard Class,MY-18295,Baltimore,Maryland,OFF-LA-10000452,OfficeSupply,Labels,Avery 488,3.15,1,0,1.512
1778,CA-2015-105347,11/24/2015,11/28/2015,Standard Class,DP-13000,Los Angeles,California,OFF-PA-10000675,OfficeSupply,Paper,Xerox 1919,368.91,9,0,180.7659
1779,CA-2015-105347,11/24/2015,11/28/2015,Standard Class,DP-13000,Los Angeles,California,OFF-AR-10003045,OfficeSupply,Art,Prang Colored Pencils,14.7,5,,6.615
1780,CA-2016-124667,11-11-2016,11/16/2016,Standard Class,BD-11770,New York City,New York,TEC-AC-10003447,Tech,Accessories,Micropad Numeric Keypads,59.97,3,0,14.9925
1781,CA-2016-124667,11-11-2016,11/16/2016,Standard Class,BD-11770,New York City,New York,OFF-ST-10002276,OfficeSupply,Storage,Safco Steel Mobile File Cart,83.36,1,,20.84
1782,CA-2015-111094,07-09-2015,07/13/2015,Standard Class,CB-12535,Franklin,Massachusetts,OFF-PA-10001609,OfficeSupply,Paper,Tops Wirebound Message Log Books,6.58,2,0,3.0268
1783,CA-2015-111094,07-09-2015,07/13/2015,Standard Class,CB-12535,Franklin,Massachusetts,OFF-BI-10001597,OfficeSupply,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",122.94,3,0,59.0112
1784,CA-2017-166317,09/22/2017,09/26/2017,Standard Class,JE-15610,Milwaukee,Wisconsin,OFF-PA-10004475,OfficeSupply,Paper,Xerox 1940,219.84,4,0,107.7216
1785,CA-2017-166317,09/22/2017,09/26/2017,Standard Class,JE-15610,Milwaukee,Wisconsin,TEC-AC-10004510,technologies,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,98.16,6,0,9.816
1786,CA-2017-166317,09/22/2017,09/26/2017,Standard Class,JE-15610,Milwaukee,Wisconsin,OFF-BI-10002976,OfficeSupply,Binders,ACCOHIDE Binder by Acco,33.04,8,0,
1787,CA-2017-166317,09/22/2017,09/26/2017,Standard Class,JE-15610,Milwaukee,Wisconsin,TEC-PH-10001615,technologies,Phones,AT&T CL82213,86.97,3,,25.2213
1788,CA-2015-154326,02/15/2015,02/19/2015,Standard Class,RP-19855,Kenosha,Wisconsin,TEC-PH-10001819,Tech,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,134.97,3,0,64.7856
1789,CA-2015-154326,02/15/2015,02/19/2015,Standard Class,RP-19855,Kenosha,Wisconsin,TEC-PH-10000560,technologies,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),699.98,2,0,195.9944
1790,CA-2015-154326,02/15/2015,02/19/2015,Standard Class,RP-19855,Kenosha,Wisconsin,TEC-AC-10004568,Tech,Accessories,Maxell LTO Ultrium - 800 GB,139.95,5,,26.5905
1791,CA-2014-102008,09/30/2014,10-04-2014,Standard Class,RA-19915,New York City,New York,OFF-PA-10004092,OfficeSupply,Paper,Tops Green Bar Computer Printout Paper,48.94,1,0,24.47
1792,CA-2014-120474,12-01-2014,12-03-2014,First Class,RP-19390,Madison,Wisconsin,FUR-CH-10001854,Furni,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,2807.84,8,0,673.8816
1793,CA-2014-120474,12-01-2014,12-03-2014,First Class,RP-19390,Madison,Wisconsin,OFF-AR-10000475,OfficeSupply,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",46.64,4,0,12.5928
1794,CA-2014-104773,12-08-2014,12/13/2014,Standard Class,TB-21175,Houston,Texas,OFF-ST-10000777,OfficeSupply,Storage,"Companion Letter/Legal File, Black",60.416,2,0.2,6.0416
1795,CA-2016-140774,09-05-2016,09-10-2016,Standard Class,BE-11455,Olathe,Kansas,OFF-AR-10004022,OfficeSupply,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,107.94,3,0,26.985
1796,US-2017-139465,08/27/2017,08/30/2017,First Class,MR-17545,New York City,New York,OFF-ST-10002352,OfficeSupply,Storage,Iris Project Case,63.84,8,0,16.5984
1797,US-2017-139465,08/27/2017,08/30/2017,First Class,MR-17545,New York City,New York,TEC-PH-10000455,Tech,Phones,GE 30522EE2,347.97,3,0,100.9113
1798,US-2017-139465,08/27/2017,08/30/2017,First Class,MR-17545,New York City,New York,OFF-BI-10003910,OfficeSupply,Binders,DXL Angle-View Binders with Locking Rings by Samsill,37.008,6,0.2,11.565
1799,CA-2016-100965,07-07-2016,07-11-2016,Standard Class,RM-19375,San Jose,California,FUR-FU-10003039,Furni,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",215.65,5,0,73.32
1800,CA-2016-121034,08-08-2016,08-10-2016,Second Class,JF-15565,Dallas,Texas,OFF-FA-10000585,OfficeSupply,Fasteners,OIC Bulk Pack Metal Binder Clips,11.168,4,,3.6296
1801,CA-2016-121034,08-08-2016,08-10-2016,Second Class,JF-15565,Dallas,Texas,OFF-PA-10001994,OfficeSupply,Paper,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",53.952,3,0.2,17.5344
1802,CA-2016-149461,11/13/2016,11/19/2016,Standard Class,AS-10135,Auburn,Washington,FUR-FU-10004270,Furni,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",4.18,1,0,1.5048
1803,CA-2017-158379,09/22/2017,09/26/2017,Second Class,JA-15970,Philadelphia,Pennsylvania,OFF-BI-10002498,OfficeSupply,Binders,Clear Mylar Reinforcing Strips,5.607,1,0.7,-4.2987
1804,CA-2017-158379,09/22/2017,09/26/2017,Second Class,JA-15970,Philadelphia,Pennsylvania,OFF-SU-10002881,OfficeSupply,Supplies,Martin Yale Chadless Opener Electric Letter Opener,4663.736,7,0.2,-1049.3406
1805,CA-2017-158379,09/22/2017,09/26/2017,Second Class,JA-15970,Philadelphia,Pennsylvania,TEC-AC-10002926,Tech,Accessories,Logitech Wireless Marathon Mouse M705,79.984,2,0.2,
1806,US-2016-116729,12/25/2016,12/28/2016,First Class,GK-14620,Los Angeles,California,TEC-PH-10002200,technologies,Phones,Samsung Galaxy Note 2,2575.944,7,0.2,257.5944
1807,US-2016-116729,12/25/2016,12/28/2016,First Class,GK-14620,Los Angeles,California,OFF-PA-10002005,OfficeSupply,Paper,Xerox 225,45.36,7,0,21.7728
1808,US-2016-116729,12/25/2016,12/28/2016,First Class,GK-14620,Los Angeles,California,TEC-AC-10001465,technologies,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,254.24,7,0,76.272
1809,CA-2016-164938,02-11-2016,02/13/2016,First Class,PB-19210,Tulsa,Oklahoma,TEC-PH-10004897,Tech,Phones,Mediabridge Sport Armband iPhone 5s,69.93,7,,0.6993
1810,CA-2016-165484,10/23/2016,10/29/2016,Standard Class,HK-14890,Chicago,Illinois,FUR-FU-10001196,Furni,Furnishings,DAX Cubicle Frames - 8x10,16.156,7,0.6,-12.117
1811,CA-2016-165484,10/23/2016,10/29/2016,Standard Class,HK-14890,Chicago,Illinois,OFF-PA-10000595,OfficeSupply,Paper,Xerox 1929,54.816,3,0.2,17.8152
1812,CA-2014-132612,06-09-2014,06-11-2014,Second Class,FO-14305,Harrisonburg,Virginia,FUR-TA-10004534,Furni,Tables,Bevis 44 x 96 Conference Tables,1441.3,7,0,245.021
1813,US-2017-161193,11/20/2017,11/26/2017,Standard Class,BT-11680,Newark,Ohio,FUR-FU-10001861,Furni,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.6,5,0.2,28.13
1814,US-2017-161193,11/20/2017,11/26/2017,Standard Class,BT-11680,Newark,Ohio,FUR-FU-10000206,Furni,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",4.656,2,0.2,1.5714
1815,CA-2015-131597,09/14/2015,09/18/2015,Standard Class,SP-20620,Los Angeles,California,FUR-TA-10002607,Furni,Tables,KI Conference Tables,170.136,3,0.2,-8.5068
1816,CA-2015-164833,06-04-2015,06-04-2015,Same Day,LL-16840,Seattle,Washington,OFF-LA-10000443,OfficeSupply,Labels,Avery 501,7.38,2,0,
1817,CA-2015-164833,06-04-2015,06-04-2015,Same Day,LL-16840,Seattle,Washington,OFF-AR-10004685,OfficeSupply,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",9.26,2,0,3.06
1818,CA-2015-125423,12/13/2015,12/15/2015,Second Class,MC-17575,Los Angeles,California,OFF-LA-10001771,OfficeSupply,Labels,Avery 513,9.96,2,0,4.5816
1819,US-2014-130379,05/25/2014,05/29/2014,Standard Class,JL-15235,Chicago,Illinois,OFF-AP-10001394,OfficeSupply,Appliances,Harmony Air Purifier,75.6,2,0.8,-166.32
1820,US-2014-130379,05/25/2014,05/29/2014,Standard Class,JL-15235,Chicago,Illinois,FUR-FU-10002553,Furni,Furnishings,"Electrix Incandescent Magnifying Lamp, Black",29.32,2,0.6,-24.189
1821,CA-2016-168956,02/16/2016,02/20/2016,Standard Class,EA-14035,Chicago,Illinois,OFF-AP-10004233,OfficeSupply,Appliances,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,92.064,6,,-225.5568
1822,CA-2016-168956,02/16/2016,02/20/2016,Standard Class,EA-14035,Chicago,Illinois,OFF-FA-10000304,OfficeSupply,Fasteners,Advantus Push Pins,6.976,4,0.2,
1823,CA-2016-168956,02/16/2016,02/20/2016,Standard Class,EA-14035,Chicago,Illinois,FUR-CH-10004754,Furni,Chairs,"Global Stack Chair with Arms, Black",62.958,3,0.3,-2.6982
1824,CA-2016-168956,02/16/2016,02/20/2016,Standard Class,EA-14035,Chicago,Illinois,OFF-PA-10000809,OfficeSupply,Paper,Xerox 206,5.184,1,0.2,1.8144
1825,CA-2016-167507,12/22/2016,12/28/2016,Standard Class,SA-20830,Redmond,Oregon,OFF-BI-10003694,OfficeSupply,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",31.32,10,0.7,-25.056
1826,CA-2016-167507,12/22/2016,12/28/2016,Standard Class,SA-20830,Redmond,Oregon,FUR-FU-10001935,Furni,Furnishings,3M Hangers With Command Adhesive,11.84,4,0.2,3.11
1827,CA-2016-167507,12/22/2016,12/28/2016,Standard Class,SA-20830,Redmond,Oregon,FUR-FU-10002878,Furni,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",22.784,1,,4.8416
1828,CA-2016-109344,02-08-2016,02-11-2016,Second Class,CH-12070,Raleigh,North Carolina,TEC-PH-10002624,Tech,Phones,Samsung Galaxy S4 Mini,1127.976,3,0.2,126.8973
1829,US-2015-140851,07/13/2015,07/15/2015,Second Class,ND-18460,Macon,Georgia,OFF-PA-10000019,OfficeSupply,Paper,Xerox 1931,38.88,6,0,18.6624
1830,CA-2014-103373,05/18/2014,05/24/2014,Standard Class,BS-11755,Cleveland,Ohio,TEC-PH-10002885,Tech,Phones,Apple iPhone 5,779.796,2,0.4,-168.9558
1831,CA-2017-145884,10/21/2017,10/21/2017,Same Day,SL-20155,Muskogee,Oklahoma,TEC-PH-10000895,technologies,Phones,Polycom VVX 310 VoIP phone,1439.92,8,0,374.3792
1832,CA-2017-145884,10/21/2017,10/21/2017,Same Day,SL-20155,Muskogee,Oklahoma,FUR-TA-10002356,Furni,Tables,Bevis Boat-Shaped Conference Table,262.11,1,0,
1833,CA-2015-131422,11-05-2015,11-09-2015,Standard Class,GB-14530,Monroe,North Carolina,FUR-CH-10001270,Furni,Chairs,Harbour Creations Steel Folding Chair,207,3,0.2,25.875
1834,CA-2017-162691,08-01-2017,08-07-2017,Standard Class,AS-10045,Austin,Texas,TEC-MA-10000488,technologies,Machines,Bady BDG101FRU Card Printer,1439.982,3,0.4,-263.9967
1835,CA-2017-162691,08-01-2017,08-07-2017,Standard Class,AS-10045,Austin,Texas,OFF-PA-10003729,OfficeSupply,Paper,Xerox 1998,36.288,7,0.2,12.7
1836,CA-2014-141278,06/21/2014,06/24/2014,First Class,RM-19375,Meriden,Connecticut,OFF-AR-10003056,OfficeSupply,Art,Newell 341,21.4,5,0,6.206
1837,CA-2017-122693,02/19/2017,02/21/2017,Second Class,NH-18610,Roswell,Georgia,OFF-AP-10002518,OfficeSupply,Appliances,Kensington 7 Outlet MasterPiece Power Center,1245.86,7,0,361.3
1838,CA-2014-117345,08-01-2014,08-05-2014,Standard Class,BF-10975,Charlotte,North Carolina,OFF-LA-10000240,OfficeSupply,Labels,Self-Adhesive Address Labels for Typewriters by Universal,17.544,3,0.2,
1839,CA-2014-117345,08-01-2014,08-05-2014,Standard Class,BF-10975,Charlotte,North Carolina,FUR-FU-10000629,Furni,Furnishings,9-3/4 Diameter Round Wall Clock,44.128,4,0.2,12.14
1840,CA-2014-117345,08-01-2014,08-05-2014,Standard Class,BF-10975,Charlotte,North Carolina,OFF-AP-10001005,OfficeSupply,Appliances,Honeywell Quietcare HEPA Air Cleaner,62.92,1,0.2,10.2245
1841,CA-2014-117345,08-01-2014,08-05-2014,Standard Class,BF-10975,Charlotte,North Carolina,OFF-PA-10002377,OfficeSupply,Paper,Xerox 1916,78.304,2,0.2,29.364
1842,CA-2016-157763,07/18/2016,07/23/2016,Standard Class,KH-16330,Bowling Green,Kentucky,FUR-CH-10000988,Furni,Chairs,Hon Olson Stacker Stools,140.81,1,0,39.4268
1843,CA-2015-135391,02-09-2015,02-11-2015,Second Class,FA-14230,San Antonio,Texas,OFF-LA-10001074,OfficeSupply,Labels,Round Specialty Laser Printer Labels,40.096,4,0.2,13.5324
1844,CA-2015-135391,02-09-2015,02-11-2015,Second Class,FA-14230,San Antonio,Texas,FUR-FU-10001986,Furni,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",40.784,2,0.6,-30.588
1845,US-2017-113852,07/29/2017,08-02-2017,Standard Class,GW-14605,Seattle,Washington,TEC-AC-10003027,Tech,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,90.57,3,0,11.7741
1846,US-2017-158512,01-12-2017,01/17/2017,Second Class,DA-13450,Washington,District of Columbia,OFF-PA-10001804,OfficeSupply,Paper,Xerox 195,40.08,6,0,
1847,US-2017-158512,01-12-2017,01/17/2017,Second Class,DA-13450,Washington,District of Columbia,FUR-FU-10004973,Furni,Furnishings,Flat Face Poster Frame,37.68,2,0,
1848,CA-2017-128370,09-10-2017,09-10-2017,Same Day,FH-14275,Los Angeles,California,FUR-CH-10002602,Furni,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,362.352,3,0.2,27.1764
1849,CA-2017-128370,09-10-2017,09-10-2017,Same Day,FH-14275,Los Angeles,California,OFF-BI-10004140,OfficeSupply,Binders,Avery Non-Stick Binders,7.184,2,0.2,2.245
1850,CA-2015-160472,07/20/2015,07/25/2015,Second Class,RK-19300,South Bend,Indiana,OFF-ST-10000464,OfficeSupply,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",34.76,1,,9.7328
1851,CA-2015-160472,07/20/2015,07/25/2015,Second Class,RK-19300,South Bend,Indiana,TEC-AC-10002253,technologies,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,831.2,5,0,124.68
1852,CA-2015-160472,07/20/2015,07/25/2015,Second Class,RK-19300,South Bend,Indiana,OFF-PA-10000528,OfficeSupply,Paper,Xerox 1981,26.4,5,0,11.88
1853,CA-2015-160472,07/20/2015,07/25/2015,Second Class,RK-19300,South Bend,Indiana,OFF-EN-10000483,OfficeSupply,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",106.75,7,0,49.105
1854,CA-2015-160472,07/20/2015,07/25/2015,Second Class,RK-19300,South Bend,Indiana,OFF-PA-10003129,OfficeSupply,Paper,Tops White Computer Printout Paper,97.82,2,0,45.9754
1855,CA-2015-160472,07/20/2015,07/25/2015,Second Class,RK-19300,South Bend,Indiana,OFF-ST-10003442,OfficeSupply,Storage,Eldon Portable Mobile Manager,141.4,5,0,38.178
1856,CA-2014-114643,06/13/2014,06/17/2014,Standard Class,FM-14215,Los Angeles,California,OFF-AR-10003631,OfficeSupply,Art,Staples in misc. colors,14.52,3,0,4.7916
1857,US-2017-158218,05-12-2017,05/15/2017,Second Class,AC-10420,Houston,Texas,OFF-ST-10000563,OfficeSupply,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,127.92,5,0.2,-15.99
1858,US-2017-158218,05-12-2017,05/15/2017,Second Class,AC-10420,Houston,Texas,OFF-BI-10002133,OfficeSupply,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",34.24,4,0.8,-53.072
1859,CA-2015-121608,09-03-2015,09-05-2015,First Class,JB-15400,Bristol,Connecticut,OFF-AP-10002311,OfficeSupply,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",137.62,2,0,60.5528
1860,CA-2015-121608,09-03-2015,09-05-2015,First Class,JB-15400,Bristol,Connecticut,TEC-PH-10004959,technologies,Phones,Classic Ivory Antique Telephone ZL1810,100.49,1,0,25.1225
1861,US-2017-121251,03/26/2017,03/27/2017,First Class,GM-14440,New York City,New York,FUR-BO-10001918,Furni,Bookcases,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",257.568,2,0.2,-28.9764
1862,US-2017-121251,03/26/2017,03/27/2017,First Class,GM-14440,New York City,New York,TEC-PH-10004896,technologies,Phones,Nokia Lumia 521 (T-Mobile),119.96,4,0,33.5888
1863,CA-2014-151078,11-12-2014,11-12-2014,Same Day,RF-19840,San Antonio,Texas,OFF-ST-10001328,OfficeSupply,Storage,"Personal Filing Tote with Lid, Black/Gray",0,4,0.2,0
1864,US-2016-100839,10/13/2016,10/17/2016,Standard Class,NC-18625,Aurora,Colorado,FUR-TA-10004575,Furni,Tables,Hon 5100 Series Wood Tables,727.45,5,,-465.568
1865,US-2016-100839,10/13/2016,10/17/2016,Standard Class,NC-18625,Aurora,Colorado,FUR-FU-10001617,Furni,Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",24.96,3,0.2,4.368
1866,US-2017-116659,11-12-2017,11-12-2017,Same Day,NG-18355,Newark,Ohio,TEC-PH-10002824,Tech,Phones,Jabra SPEAK 410 Multidevice Speakerphone,370.782,3,0.4,-92.6955
1867,CA-2017-118857,04/15/2017,04/18/2017,First Class,AH-10075,Henderson,Nevada,FUR-FU-10004460,Furni,Furnishings,"Howard Miller 12"" Round Wall Clock",196.45,5,0,70.722
