order_id,order_date,ship_date,ship_mode,customer_id,state,product_id,category,sub_category,sales,quantity,discount,profit
CA-2016-169103,2016-03-08,2016-03-13,Standard Class,ZC-21910,Florida,TEC-PH-10001530,Technology,Phones,1363.96,5,0.2,85.2475
CA-2014-139192,2014-05-27,2014-06-01,Second Class,LC-16885,California,TEC-PH-10000486,Technology,Phones,1113.504,12,0.2,125.2692
CA-2016-190574,2015-10-15,2015-10-21,First Class,AP-10915,Michigan,TEC-PH-10001944,Technology,Phones,0.01,8,0.15,
US-2015-163825,2015-06-16,2015-06-19,First Class,LC-16885,New York,TEC-PH-10004922,Technology,Phones,133.98,2,0,33.495
CA-2015-103870,2015-12-27,2015-12-31,Standard Class,SP-20860,Tennessee,TEC-AC-10004227,Technology,Accessories,72.744,7,0.2,-12.73
CA-2015-104514,2015-01-02,2015-01-04,Second Class,CB-12535,Delaware,OFF-PA-10004285,Office Supply,Paper,20.04,3,0,9.62
US-2017-893252,2014-09-08,2014-09-10,Same Day,JC-16105,Iowa,TEC-AC-10004761,Technology,Accessories,1310.1571,13,0,332.6528
CA-2014-440283,2017-03-01,2017-03-07,First Class,PN-18775,Michigan,TEC-AC-10000109,Technology,Accessories,1323.2718,13,0,
US-2017-871896,2016-12-19,2016-12-22,Same Day,VM-21685,Oregon,TEC-AC-10000358,Technology,Accessories,237.8102,5,0,8.1116
CA-2015-133025,2015-09-17,2015-09-19,Second Class,MO-17800,California,OFF-PA-10004100,Office Supply,Paper,32.4,5,0,15.552
CA-2015-167269,2015-06-16,2015-06-20,Standard Class,PB-19150,Pennsylvania,OFF-EN-10003072,Office Supply,Envelopes,6.208,2,0,2.1728
US-2017-131961,2017-12-08,2017-12-11,First Class,MJ-17740,Pennsylvania,TEC-PH-10001924,Technology,Phones,83.988,2,0.4,-20.997
CA-2016-105662,2016-05-05,2016-05-09,Standard Class,RB-19465,Florida,TEC-PH-10001198,Technology,Phones,177.48,3,0.2,19.97
CA-2015-104514,2015-01-02,2015-01-04,Second Class,CB-12535,Delaware,OFF-AR-10001473,Office Supply,Art,9.84,3,0,
CA-2015-141040,2015-10-09,2015-10-13,Second Class,TB-21250,New York,OFF-PA-10002245,Office Supply,Paper,23.92,4,0,10.76
CA-2014-113579,2014-12-13,2014-12-15,Second Class,KD-16345,California,OFF-PA-10001457,Office Supply,Paper,90.24,6,0,41.51
CA-2015-122371,2015-09-26,2015-10-01,Standard Class,BS-11800,California,OFF-ST-10002370,Office Supply,Storage,64.17,3,0,18.6093
CA-2015-122371,2015-09-26,2015-10-01,Standard Class,BS-11800,California,OFF-EN-10000056,Office Supply,Envelopes,124.46,2,0,58.4962
CA-2017-549154,2014-06-15,2014-06-21,First Class,IM-15070,South Carolina,TEC-PH-10003885,Technology,Phones,743.3595,4,0.15,182.1881
US-2016-795387,2017-05-18,2017-05-18,Same Day,SW-20455,Massachusetts,TEC-AC-10004353,Technology,Accessories,0.01,2,0.15,0.0034
US-2017-335944,2014-10-11,2014-10-11,Standard Class,EJ-13720,Delaware,TEC-PH-10003931,Technology,Phones,0.01,2,0.2,0.0019
CA-2017-118437,2017-06-17,2017-06-21,Second Class,PF-19165,Washington,OFF-ST-10003722,Office Supply,Storage,14.03,1,0,4.0687
CA-2015-108665,2015-07-06,2015-07-10,Standard Class,KM-16225,New York,OFF-ST-10001526,Office Supply,Storage,601.65,5,0,156.429
CA-2015-124450,2015-04-27,2015-05-03,Standard Class,GT-14710,District of Columbia,OFF-AR-10001166,Office Supply,Art,22.74,3,0,8.8686
CA-2017-159100,2017-10-16,2017-10-21,Standard Class,VP-21760,Tennessee,FUR-TA-10001950,Furniture,Tables,1875.258,7,0,-968.8833
CA-2016-134348,2016-11-12,2016-11-19,Standard Class,MS-17710,Arizona,TEC-AC-10003447,Technology,Accessories,31.984,2,0,1.999
CA-2017-106964,2017-12-17,2017-12-20,First Class,HR-14770,California,OFF-BI-10000320,Office Supply,Binders,11.808,2,0.2,4.2804
CA-2016-126529,2016-01-11,2016-01-13,Second Class,DE-13255,Ohio,OFF-PA-10001166,Office Supply,Paper,15.552,3,0.2,5.4432
CA-2016-126529,2016-01-11,2016-01-13,Second Class,DE-13255,Ohio,OFF-PA-10003656,Office Supply,Paper,63.312,3,0.2,20.58
CA-2016-144344,2016-10-28,2016-10-28,Same Day,PG-18820,Florida,FUR-FU-10000076,Furniture,Furnishings,47.952,3,0.2,13.7862
CA-2015-143490,2015-12-06,2015-12-13,Standard Class,NP-18325,California,TEC-PH-10000576,Technology,Phones,219.184,2,0.2,19.1786
CA-2016-107216,2016-06-14,2016-06-17,First Class,PV-18985,California,TEC-AC-10001013,Technology,Accessories,29.29,1,0,9.6657
US-2016-110156,2016-11-19,2016-11-24,Standard Class,EH-13945,Texas,TEC-PH-10003589,Technology,Phones,71.96,5,0.2,
CA-2015-161263,2015-04-16,2015-04-21,Standard Class,TS-21160,Ohio,TEC-PH-10002115,Technology,Phones,118.782,3,0.4,-27.7158
CA-2016-126935,2016-05-19,2016-05-24,Standard Class,BT-11395,California,OFF-BI-10004817,Office Supply,Binders,9.584,1,0.2,3.3544
US-2014-132745,2014-10-01,2014-10-05,Standard Class,NF-18475,Nevada,OFF-FA-10000254,Office Supply,Fasteners,4.71,1,0,0
CA-2014-146815,2014-09-08,2014-09-13,Standard Class,PP-18955,New York,OFF-AR-10003469,Office Supply,Art,3.52,2,0,1.6896
CA-2014-119144,2014-11-16,2014-11-18,First Class,JD-16150,California,OFF-ST-10000991,Office Supply,Storage,344.91,3,0,10.3473
CA-2017-136623,2017-07-11,2017-07-16,Standard Class,TS-21430,California,OFF-BI-10003708,Office Supply,Binders,29.8,5,0.2,9.3125
CA-2015-123092,2015-12-03,2015-12-07,Standard Class,JG-15115,North Carolina,FUR-FU-10000222,Furniture,Furnishings,77.952,3,0.2,
US-2015-128587,2015-12-24,2015-12-30,Standard Class,HM-14860,Missouri,FUR-FU-10003026,Furniture,Furnishings,9.68,2,0,3.7752
CA-2016-121447,2016-02-21,2016-02-22,First Class,EA-14035,New York,FUR-FU-10001861,Furniture,Furnishings,135.8,7,0,66.542
CA-2016-151148,2016-09-12,2016-09-13,Same Day,PO-19180,Colorado,TEC-PH-10001870,Technology,Phones,146.952,3,0.2,9.18
CA-2017-145765,2017-05-28,2017-06-02,Standard Class,CM-11815,Arizona,TEC-PH-10001305,Technology,Phones,195.96,5,0.2,19.6
CA-2015-161263,2015-04-16,2015-04-21,Standard Class,TS-21160,Ohio,OFF-AP-10002350,Office Supply,Appliances,45.216,3,0,4.5216
CA-2016-144344,2016-10-28,2016-10-28,Same Day,PG-18820,Florida,FUR-FU-10003268,Furniture,Furnishings,63.968,2,0,
US-2016-143819,2016-03-01,2016-03-05,Standard Class,KD-16270,New York,TEC-MA-10003979,Technology,Machines,4899.93,7,0,2400.9657
CA-2016-166163,2016-08-15,2016-08-20,Second Class,CY-12745,California,TEC-PH-10004896,Technology,Phones,71.976,3,0.2,7.1976
CA-2017-158407,2017-06-04,2017-06-10,Standard Class,LW-16990,North Carolina,TEC-PH-10001819,Technology,Phones,71.984,2,0.2,25.1944
US-2014-562653,2016-10-03,2016-10-07,Standard Class,GH-14485,Colorado,TEC-PH-10002185,Technology,Phones,0.01,7,0.8,-0.0031
US-2016-832202,2015-05-10,2015-05-13,Second Class,JL-15850,Texas,TEC-MA-10001972,Technology,Machines,96.8461,2,0.6,-36.1078
CA-2015-161263,2015-04-16,2015-04-21,Standard Class,TS-21160,Ohio,OFF-FA-10004838,Office Supply,Fasteners,10.416,7,0.2,-2.2134
CA-2015-161263,2015-04-16,2015-04-21,Standard Class,TS-21160,Ohio,OFF-AR-10004757,Office Supply,Art,7.872,3,0.2,1.2792
CA-2015-161263,2015-04-16,2015-04-21,Standard Class,TS-21160,Ohio,OFF-FA-10003059,Office Supply,Fasteners,1.448,1,0.2,0.2353
CA-2015-161263,2015-04-16,2015-04-21,Standard Class,TS-21160,Ohio,OFF-BI-10004330,Office Supply,Binders,55.47,5,0.7,
CA-2016-144344,2016-10-28,2016-10-28,Same Day,PG-18820,Florida,FUR-FU-10003553,Furniture,Furnishings,165.048,3,0.2,
CA-2014-127012,2014-08-11,2014-08-15,Standard Class,GM-14680,Washington,FUR-FU-10003691,Furniture,Furnishings,12.35,1,0,5.434
CA-2014-168494,2014-12-12,2014-12-14,Second Class,NP-18700,California,FUR-TA-10004619,Furniture,Tables,764.688,6,0.2,95.586
CA-2014-168494,2014-12-12,2014-12-14,Second Class,NP-18700,California,FUR-TA-10003473,Furniture,Tables,3610.848,12,0.2,135.4068
CA-2014-168494,2014-12-12,2014-12-14,Second Class,NP-18700,California,FUR-BO-10004467,Furniture,Bookcases,254.9745,3,0.15,11.9988
CA-2017-115602,2017-12-18,2017-12-24,Standard Class,DJ-13630,New York,FUR-CH-10001708,Furniture,Chairs,1141.938,9,0.1,139.5702
CA-2017-144638,2017-03-10,2017-03-14,Standard Class,MH-18115,Pennsylvania,FUR-FU-10003724,Furniture,Furnishings,6.696,1,0.2,0.5022
CA-2017-144638,2017-03-10,2017-03-14,Standard Class,MH-18115,Pennsylvania,FUR-FU-10003535,Furniture,Furnishings,43.872,2,0.2,11.5164
CA-2016-155992,2016-10-01,2016-10-02,First Class,CC-12220,Indiana,FUR-FU-10003724,Furniture,Furnishings,41.85,5,0,10.88
CA-2017-145765,2017-05-28,2017-06-02,Standard Class,CM-11815,Arizona,TEC-AC-10000844,Technology,Accessories,271.968,4,0.2,54.3936
CA-2014-162992,2014-12-19,2014-12-21,First Class,BP-11095,California,TEC-PH-10001944,Technology,Phones,583.8,5,0.2,72.975
US-2016-150140,2016-04-06,2016-04-10,Standard Class,VM-21685,Vermont,TEC-PH-10002555,Technology,Phones,1294.75,5,0,336.63
CA-2014-157644,2014-12-31,2015-01-01,First Class,AH-10030,New York,TEC-AC-10003614,Technology,Accessories,34.77,3,0,11.4741
CA-2016-151148,2016-09-12,2016-09-13,Same Day,PO-19180,Colorado,FUR-CH-10002304,Furniture,Chairs,83.136,4,0,5.196
CA-2016-137043,2016-12-23,2016-12-25,Second Class,LC-17140,Virginia,FUR-FU-10003664,Furniture,Furnishings,572.76,6,0,166.1004
CA-2017-162075,2017-03-18,2017-03-24,Standard Class,TT-21220,Texas,TEC-PH-10001557,Technology,Phones,537.544,7,0.2,47.0351
CA-2014-162992,2014-12-19,2014-12-21,First Class,BP-11095,California,TEC-PH-10002085,Technology,Phones,211.168,4,0.2,
US-2014-167738,2014-12-24,2014-12-29,Standard Class,JC-16105,California,FUR-CH-10001146,Furniture,Chairs,292.272,6,0.2,18.267
CA-2017-121412,2017-09-23,2017-09-27,Standard Class,BG-11695,Colorado,FUR-FU-10000246,Furniture,Furnishings,29.328,3,0.2,3.666
CA-2016-119186,2016-05-26,2016-05-26,Same Day,MS-17710,Texas,FUR-CH-10001973,Furniture,Chairs,388.43,5,0.3,-88.784
CA-2016-154711,2016-11-22,2016-11-26,Standard Class,TB-21355,New York,FUR-FU-10000397,Furniture,Furnishings,39.88,2,0,11.1664
CA-2015-115847,2015-09-19,2015-09-24,Second Class,TC-21535,Virginia,FUR-BO-10003433,Furniture,Bookcases,61.96,2,0,4.3372
US-2017-126179,2017-07-03,2017-07-07,Standard Class,CS-12460,Georgia,FUR-FU-10002554,Furniture,Furnishings,23.99,1,0,5.5177
CA-2016-141397,2016-06-20,2016-06-21,First Class,RC-19825,California,FUR-CH-10003846,Furniture,Chairs,161.568,2,0.2,-8.0784
CA-2017-140585,2017-12-18,2017-12-23,Second Class,RA-19915,California,TEC-AC-10003610,Technology,Accessories,119.98,2,0,57.5904
CA-2015-142755,2015-09-04,2015-09-08,Standard Class,CS-12355,Georgia,TEC-AC-10002049,Technology,Accessories,619.95,5,0,111.591
CA-2014-146969,2014-09-29,2014-10-03,Standard Class,AP-10915,California,TEC-MA-10004241,Technology,Machines,686.32,2,0.2,223.054
CA-2015-112452,2015-04-04,2015-04-04,Same Day,NC-18340,Michigan,TEC-CO-10004202,Technology,Copiers,599.98,2,0,209.993
US-2014-147627,2014-01-20,2014-01-26,Standard Class,HL-15040,Arkansas,TEC-PH-10001061,Technology,Phones,699.93,7,0,181.9818
CA-2015-112452,2015-04-04,2015-04-04,Same Day,NC-18340,Michigan,TEC-PH-10000307,Technology,Phones,10.95,1,0,0.438
US-2016-492510,2016-11-18,2016-11-23,First Class,VM-21835,Ohio,TEC-MA-10003673,Technology,Machines,287.2908,9,0.15,35.6084
US-2016-644082,2014-01-19,2014-01-20,First Class,BG-11035,North Carolina,TEC-MA-10004521,Technology,Machines,190.8522,12,0.45,-68.862
US-2016-145496,2016-06-09,2016-06-15,Second Class,MH-17620,Virginia,TEC-PH-10004977,Technology,Phones,212.5579,12,0.5,-31.8752
CA-2014-116666,2014-05-08,2014-05-10,First Class,KT-16480,Pennsylvania,TEC-CO-10001449,Technology,Copiers,1799.97,5,0.4,239.996
CA-2016-140935,2016-11-10,2016-11-12,First Class,AB-10015,Oklahoma,TEC-PH-10000562,Technology,Phones,221.98,2,0,
US-2017-133781,2017-06-22,2017-06-23,First Class,DC-12850,Florida,OFF-EN-10004483,Office Supply,Envelopes,37.608,3,0.2,12.6927
CA-2017-131618,2017-06-17,2017-06-20,First Class,LS-17200,Illinois,OFF-PA-10001892,Office Supply,Paper,12.224,2,0.2,4.4312
CA-2017-131618,2017-06-17,2017-06-20,First Class,LS-17200,Illinois,OFF-BI-10000546,Office Supply,Binders,2.304,4,0.8,-3.5712
CA-2017-131618,2017-06-17,2017-06-20,First Class,LS-17200,Illinois,OFF-BI-10001294,Office Supply,Binders,9.36,4,0.8,-16.38
CA-2016-149482,2016-11-14,2016-11-19,Standard Class,RR-19315,California,OFF-LA-10000248,Office Supply,Labels,7.38,2,0,3.4686
CA-2014-143917,2014-07-25,2014-07-27,Second Class,KL-16645,California,OFF-ST-10001228,Office Supply,Storage,53.72,4,0,15.0416
CA-2014-143917,2014-07-25,2014-07-27,Second Class,KL-16645,California,OFF-SU-10000151,Office Supply,Supplies,8187.65,5,0,327.506
CA-2015-120397,2015-07-02,2015-07-02,Same Day,RB-19435,Texas,OFF-AP-10001293,Office Supply,Appliances,32.784,4,0.8,-85.2384
CA-2014-100706,2014-12-16,2014-12-18,Second Class,LE-16810,Virginia,FUR-FU-10002268,Furniture,Furnishings,29.46,6,0,
US-2016-141880,2016-08-22,2016-08-23,First Class,TC-21475,Colorado,FUR-FU-10001979,Furniture,Furnishings,98.328,3,0.2,9.8328
CA-2015-165799,2015-06-29,2015-07-02,First Class,SG-20470,New York,FUR-CH-10001482,Furniture,Chairs,117.882,1,0.1,1.3098
CA-2016-217809,2015-07-20,2015-07-22,Standard Class,GH-14425,California,TEC-PH-10004093,Technology,Phones,0.01,14,0.5,-0.0017
CA-2015-736920,2016-05-05,2016-05-08,Standard Class,JM-15580,Utah,TEC-AC-10001908,Technology,Accessories,0.01,11,0.2,-0.0017
US-2017-272459,2014-09-24,2014-09-28,Same Day,JB-15400,Oklahoma,TEC-AC-10003628,Technology,Accessories,437.7084,11,0.32,38.2451
US-2016-110156,2016-11-19,2016-11-24,Standard Class,EH-13945,Texas,OFF-PA-10004735,Office Supply,Paper,10.368,2,0.2,3.6288
US-2016-110156,2016-11-19,2016-11-24,Standard Class,EH-13945,Texas,OFF-BI-10002609,Office Supply,Binders,1.192,2,0.8,-2.0264
US-2016-134488,2016-09-24,2016-10-01,Standard Class,PK-19075,Ohio,FUR-CH-10003199,Furniture,Chairs,155.372,2,0.3,-13.3176
CA-2016-145919,2016-12-18,2016-12-23,Standard Class,HG-14965,California,FUR-FU-10004960,Furniture,Furnishings,183.84,8,0,62.5056
CA-2015-120439,2015-06-14,2015-06-18,Standard Class,AD-10180,Pennsylvania,FUR-FU-10001867,Furniture,Furnishings,51.072,6,0.2,5.1072
CA-2016-142762,2016-05-23,2016-05-27,Standard Class,LD-17005,California,FUR-FU-10003691,Furniture,Furnishings,37.05,3,0,16.302
CA-2017-100524,2017-03-31,2017-04-02,Second Class,CM-12115,New York,FUR-FU-10004018,Furniture,Furnishings,29.78,2,0,8.0406
US-2014-151925,2014-09-26,2014-10-01,Second Class,KT-16465,California,FUR-CH-10002961,Furniture,Chairs,145.568,2,0,0
US-2017-123281,2017-04-02,2017-04-07,Standard Class,JF-15190,California,FUR-FU-10003724,Furniture,Furnishings,25.11,3,0,6.5286
CA-2014-153976,2014-10-03,2014-10-08,Second Class,BP-11290,Illinois,FUR-CH-10002880,Furniture,Chairs,258.279,3,0.3,-70.1043
CA-2017-162978,2017-05-04,2017-05-09,Standard Class,LW-16990,California,FUR-TA-10003473,Furniture,Tables,300.904,1,0.2,11.2839
CA-2017-160045,2017-04-26,2017-04-27,First Class,LB-16735,Texas,FUR-FU-10000010,Furniture,Furnishings,1.988,1,0.6,-1.4413
US-2015-108966,2015-10-11,2015-10-18,Standard Class,SO-20335,Florida,FUR-TA-10000577,Furniture,Tables,957.5775,5,0.45,-383.031
US-2017-155425,2017-11-10,2017-11-11,First Class,AB-10600,Arizona,FUR-CH-10003312,Furniture,Chairs,899.136,4,0.2,-146.1096
CA-2016-102127,2016-06-26,2016-07-02,Standard Class,VP-21760,New York,FUR-FU-10003976,Furniture,Furnishings,37.74,3,0,12.8316
US-2016-152415,2016-09-17,2016-09-22,Standard Class,PO-18865,Massachusetts,FUR-FU-10002597,Furniture,Furnishings,14.82,3,0,6.2244
US-2016-152415,2016-09-17,2016-09-22,Standard Class,PO-18865,Massachusetts,FUR-FU-10004864,Furniture,Furnishings,33450,3,0,61.3824
CA-2017-128041,2017-09-01,2017-09-01,Same Day,RW-19540,Washington,FUR-TA-10002607,Furniture,Tables,283.56,4,0,45.3696
CA-2017-105823,2017-06-22,2017-06-26,Standard Class,RB-19465,Michigan,FUR-CH-10000454,Furniture,Chairs,487.96,2,0,146.388
CA-2014-138177,2014-09-19,2014-09-24,Standard Class,ND-18460,Arizona,FUR-TA-10004607,Furniture,Tables,73.915,1,0.5,-45.8273
US-2017-110646,2017-10-26,2017-10-31,Standard Class,JF-15190,Pennsylvania,TEC-PH-10002807,Technology,Phones,118.65,5,0.4,19.775
CA-2015-144274,2015-11-23,2015-11-25,Second Class,PW-19240,Delaware,TEC-PH-10003012,Technology,Phones,307.98,2,0,89.3142
US-2017-132675,2017-09-24,2017-09-28,Standard Class,KF-16285,Georgia,TEC-PH-10003171,Technology,Phones,89.9,2,0,25.172
US-2016-112396,2016-02-09,2016-02-13,Standard Class,JR-16210,California,TEC-AC-10004761,Technology,Accessories,31.86,2,0,11.151
CA-2017-100622,2017-11-03,2017-11-07,Standard Class,DK-13090,Florida,TEC-CO-10003236,Technology,Copiers,959.984,2,0.2,311.9948
CA-2014-153808,2014-04-06,2014-04-10,Second Class,FH-14275,California,TEC-AC-10004171,Technology,Accessories,299.97,3,0,131.9868
US-2016-112396,2016-02-09,2016-02-13,Standard Class,JR-16210,California,TEC-AC-10003628,Technology,Accessories,89.97,3,0,
CA-2017-155089,2017-12-02,2017-12-06,Standard Class,DB-12910,Florida,OFF-BI-10002429,Office Supply,Binders,45.66,5,0,-33.484
US-2017-117247,2017-10-09,2017-10-14,Standard Class,CK-12760,Illinois,FUR-TA-10002958,Furniture,Tables,652.45,5,0,
US-2017-117247,2017-10-09,2017-10-14,Standard Class,CK-12760,Illinois,FUR-TA-10001676,Furniture,Tables,66.645,3,0,-42.6528
CA-2016-136812,2016-11-18,2016-11-23,Standard Class,AW-10930,Oklahoma,OFF-ST-10003470,Office Supply,Storage,1117.92,4,0,55.896
CA-2017-133249,2017-07-08,2017-07-11,First Class,SZ-20035,California,FUR-FU-10001588,Furniture,Furnishings,145.9,5,0,62.737
US-2015-103471,2015-12-24,2015-12-28,Standard Class,JR-15670,Colorado,FUR-BO-10002613,Furniture,Bookcases,590.058,7,0.7,-786.744
CA-2015-120362,2015-09-14,2015-09-19,Standard Class,CA-12265,Utah,FUR-TA-10003008,Furniture,Tables,912.75,5,0,118.6575
US-2016-100566,2016-09-03,2016-09-09,Standard Class,JK-16120,Illinois,FUR-FU-10003394,Furniture,Furnishings,83.952,3,0.6,-90.2484
US-2016-108504,2016-02-05,2016-02-05,Same Day,PP-18955,Georgia,FUR-FU-10004091,Furniture,Furnishings,18.84,3,0,7.1592
US-2016-108504,2016-02-05,2016-02-05,Same Day,PP-18955,Georgia,FUR-BO-10004015,Furniture,Bookcases,239.98,2,0,
US-2016-161396,2016-04-19,2016-04-25,Standard Class,GM-14455,Ohio,FUR-TA-10002622,Furniture,Tables,205.176,2,0.4,-58.1332
CA-2014-127964,2014-03-03,2014-03-08,Standard Class,AP-10720,New York,TEC-PH-10004700,Technology,Phones,9.99,1,0,4.5954
CA-2015-125416,2015-11-02,2015-11-02,Same Day,KC-16540,Washington,TEC-AC-10001552,Technology,Accessories,447.93,9,0,49.2723
CA-2014-128146,2014-06-21,2014-06-25,Standard Class,DB-13060,New Jersey,TEC-PH-10004539,Technology,Phones,1322.93,7,0,357.1911
CA-2016-130946,2016-04-08,2016-04-12,Standard Class,ZC-21910,Texas,TEC-AC-10001990,Technology,Accessories,431.928,9,0.2,64.7892
CA-2016-113621,2016-12-01,2016-12-05,Standard Class,JE-15745,Maryland,TEC-PH-10003931,Technology,Phones,179.97,3,0,
CA-2016-168081,2016-04-24,2016-04-27,Second Class,CA-12055,Texas,TEC-AC-10003174,Technology,Accessories,258.696,3,0.2,64.674
CA-2017-138779,2017-01-14,2017-01-15,First Class,RB-19570,North Carolina,TEC-PH-10003655,Technology,Phones,7.92,5,0.2,0.693
CA-2017-117212,2017-02-26,2017-02-28,Second Class,BT-11530,California,TEC-PH-10004447,Technology,Phones,889.536,8,0.2,66.7152
CA-2017-133235,2017-08-01,2017-08-04,First Class,LH-16750,North Carolina,TEC-PH-10002660,Technology,Phones,271.96,5,0.2,16.9975
CA-2014-127964,2014-03-03,2014-03-08,Standard Class,AP-10720,New York,OFF-BI-10004593,Office Supply,Binders,125.76,3,0.2,40.872
CA-2014-127964,2014-03-03,2014-03-08,Standard Class,AP-10720,New York,OFF-BI-10003429,Office Supply,Binders,25.32,5,0.2,9.1785
CA-2014-117709,2014-05-04,2014-05-08,Standard Class,PM-18940,Michigan,OFF-BI-10001294,Office Supply,Binders,46.8,4,0,21.06
CA-2017-145226,2017-12-08,2017-12-10,Second Class,DL-13315,New York,OFF-ST-10004123,Office Supply,Storage,272.94,3,0,0
CA-2017-145226,2017-12-08,2017-12-10,Second Class,DL-13315,New York,OFF-PA-10003172,Office Supply,Paper,19.44,3,0,9.3312
CA-2017-145226,2017-12-08,2017-12-10,Second Class,DL-13315,New York,OFF-ST-10002352,Office Supply,Storage,31.92,4,0,8.2992
CA-2014-106572,2014-09-05,2014-09-10,Standard Class,NP-18700,Ohio,OFF-ST-10000585,Office Supply,Storage,264.32,2,0.2,19.82
US-2014-100279,2014-03-10,2014-03-14,Standard Class,SW-20275,Michigan,OFF-PA-10002259,Office Supply,Paper,22.38,2,0,10.7424
CA-2014-158064,2014-04-21,2014-04-25,Standard Class,AA-10375,California,OFF-BI-10002976,Office Supply,Binders,16.52,5,0.2,5.5755
US-2014-118486,2014-04-06,2014-04-08,First Class,SD-20485,Pennsylvania,FUR-TA-10001039,Furniture,Tables,154.764,3,0.4,-36.1116
CA-2016-130407,2016-09-02,2016-09-06,Standard Class,KD-16270,New York,FUR-FU-10001967,Furniture,Furnishings,39.98,2,0,9.995
US-2016-122245,2016-09-25,2016-09-30,Standard Class,AB-10105,Arizona,FUR-TA-10002356,Furniture,Tables,393.165,3,0.5,-204.4458
CA-2016-136329,2016-07-09,2016-07-13,Standard Class,JD-15895,New York,FUR-CH-10002335,Furniture,Chairs,408.006,2,0.1,72.5344
CA-2016-136329,2016-07-09,2016-07-13,Standard Class,JD-15895,New York,FUR-FU-10000723,Furniture,Furnishings,165.28,4,0,14.8752
CA-2017-115994,2017-01-28,2017-01-31,Second Class,BT-11305,California,FUR-FU-10003976,Furniture,Furnishings,37.74,3,0,12.8316
CA-2016-152289,2016-08-26,2016-08-28,First Class,LC-16930,Texas,FUR-CH-10002126,Furniture,Chairs,1024.716,6,0,-29.2776
CA-2015-126697,2015-09-21,2015-09-24,First Class,SV-20815,Texas,FUR-FU-10001706,Furniture,Furnishings,4.928,4,0.6,-1.48
CA-2014-150245,2014-12-31,2015-01-04,Second Class,PC-18745,New York,FUR-BO-10002613,Furniture,Bookcases,1573.488,7,0.2,196.686
CA-2014-120768,2014-12-19,2014-12-21,Second Class,IM-15070,Alabama,FUR-CH-10000513,Furniture,Chairs,1819.86,14,0,163.7874
CA-2015-139731,2015-10-15,2015-10-15,Same Day,JE-15745,Texas,FUR-CH-10002024,Furniture,Chairs,2453.43,5,0.3,-350.49
CA-2017-102337,2017-06-13,2017-06-16,First Class,SD-20485,Illinois,FUR-CH-10004289,Furniture,Chairs,470.302,7,0.3,-87.3418
CA-2017-148474,2017-06-12,2017-06-19,Standard Class,ME-17320,Georgia,FUR-TA-10002530,Furniture,Tables,452.94,3,0,67.94
CA-2014-155271,2014-05-04,2014-05-04,Same Day,AA-10480,Connecticut,FUR-FU-10001473,Furniture,Furnishings,27.46,2,0,9.8856
US-2016-128902,2016-03-11,2016-03-15,Standard Class,MB-18085,New Jersey,FUR-TA-10001095,Furniture,Tables,244.006,2,0.3,-31.3722
US-2017-118087,2017-09-09,2017-09-13,Standard Class,SP-20620,Pennsylvania,TEC-AC-10004469,Technology,Accessories,95.88,3,0.2,28.764
CA-2014-110184,2014-07-12,2014-07-16,Standard Class,BF-11170,California,TEC-PH-10000439,Technology,Phones,255.936,8,0.2,28.7928
CA-2016-126004,2016-12-04,2016-12-05,First Class,BM-11140,New York,TEC-AC-10001432,Technology,Accessories,78.15,1,0,34.386
CA-2015-154956,2015-07-04,2015-07-09,Standard Class,IM-15070,Wisconsin,TEC-PH-10004165,Technology,Phones,1099.96,4,0,285.9896
CA-2014-128888,2014-11-15,2014-11-22,Standard Class,PB-19105,Texas,OFF-EN-10003001,Office Supply,Envelopes,604.656,9,0.2,204.0714
CA-2014-157644,2014-12-31,2015-01-01,First Class,AH-10030,New York,OFF-LA-10003148,Office Supply,Labels,18.9,3,0,8.694
CA-2014-114335,2014-09-28,2014-10-03,Standard Class,XP-21865,Florida,FUR-FU-10000277,Furniture,Furnishings,337.088,4,0.2,16.8544
CA-2015-160227,2015-11-02,2015-11-04,First Class,ED-13885,New York,FUR-CH-10002073,Furniture,Chairs,2621.322,11,0.1,553.3902
CA-2015-149097,2015-10-20,2015-10-24,Standard Class,SV-20785,California,FUR-FU-10003424,Furniture,Furnishings,74.76,7,0,23.9232
CA-2015-149097,2015-10-20,2015-10-24,Standard Class,SV-20785,California,FUR-TA-10001086,Furniture,Tables,364.776,3,0.2,27.36
CA-2016-132304,2016-06-14,2016-06-18,Standard Class,AR-10825,Washington,FUR-TA-10004619,Furniture,Tables,1115.17,7,0,334.551
CA-2017-117079,2017-10-23,2017-10-27,Standard Class,JR-15700,Florida,TEC-PH-10004586,Technology,Phones,863.88,3,0.2,107.985
US-2017-118087,2017-09-09,2017-09-13,Standard Class,SP-20620,Pennsylvania,TEC-AC-10003174,Technology,Accessories,258.696,3,0.2,64.674
US-2017-118087,2017-09-09,2017-09-13,Standard Class,SP-20620,Pennsylvania,TEC-PH-10002200,Technology,Phones,1931.958,7,0.4,-386.3916
CA-2016-153682,2016-05-30,2016-06-01,First Class,BG-11695,Ohio,TEC-CO-10001046,Technology,Copiers,839.988,2,0.4,69.999
CA-2016-128727,2016-08-29,2016-09-04,Standard Class,MO-17800,New York,TEC-PH-10003442,Technology,Phones,22,4,0,5.5
